Year,Month,Carrier,Arr Flights,Arr Del15,Carrier Ct,Weather Ct,Nas Ct,Security Ct,Late Aircraft Ct,Arr Cancelled,Arr Diverted,Carrier Delay,Weather Delay,Nas Delay,Security Delay,Late Aircraft Delay,Total Delay,Cancellation Rate,Actual Delay,Predicted Delay,Airport Name,IATA Code
2025,1,18,153.0,18.0,10.2,0.02,4.34,0.0,3.44,11.0,0.0,531.0,3.0,174.0,0.0,267.0,975.0,0.0718954248366013,975.0,1099.235,"Midland/Odessa, TX: Midland International Air and Space Port",
2025,1,2,23.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,93.0,0.0,93.0,133.42,"Columbus, OH: John Glenn Columbus International",
2025,1,11,171.0,33.0,11.31,0.72,8.88,0.0,12.08,5.0,0.0,890.0,63.0,274.0,0.0,546.0,1773.0,0.0292397660818713,1773.0,1897.4,"Indianapolis, IN: Indianapolis International",
2025,1,6,27.0,5.0,2.07,0.32,0.23,0.0,2.38,0.0,0.0,79.0,79.0,24.0,0.0,212.0,394.0,0.0,394.0,384.67,"Indianapolis, IN: Indianapolis International",
2025,1,13,247.0,83.0,45.88,6.03,11.25,1.0,18.84,3.0,1.0,3094.0,307.0,912.0,60.0,1745.0,6118.0,0.0121457489878542,6118.0,6031.305,"Fargo, ND: Hector International",
2025,1,20,7.0,2.0,0.0,0.0,1.09,0.0,0.91,0.0,0.0,0.0,0.0,47.0,0.0,196.0,243.0,0.0,243.0,224.26,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",
2025,1,17,414.0,66.0,22.43,0.0,17.12,0.0,26.45,0.0,1.0,774.0,0.0,550.0,0.0,1076.0,2400.0,0.0,2400.0,2739.59,"Boise, ID: Boise Air Terminal",
2025,1,18,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.0,123.365,"Hayden, CO: Yampa Valley",
2025,1,0,79.0,14.0,6.65,1.73,1.7,0.0,3.92,7.0,0.0,529.0,255.0,98.0,0.0,401.0,1283.0,0.0886075949367088,1283.0,1283.415,"Tallahassee, FL: Tallahassee International",
2025,1,13,24.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,230.0,52.0,0.0,0.0,249.0,531.0,0.0,531.0,525.015,"Asheville, NC: Asheville Regional",
2025,1,2,33.0,6.0,3.13,0.0,1.33,0.0,1.54,0.0,0.0,174.0,0.0,27.0,0.0,78.0,279.0,0.0,279.0,320.86,"Bozeman, MT: Bozeman Yellowstone International",
2025,1,13,256.0,74.0,38.23,6.83,10.95,0.0,17.99,8.0,0.0,2384.0,397.0,603.0,0.0,1670.0,5054.0,0.03125,5054.0,4887.8,"Midland/Odessa, TX: Midland International Air and Space Port",
2025,1,3,336.0,49.0,17.57,1.0,22.11,0.0,8.32,0.0,1.0,1234.0,18.0,731.0,0.0,893.0,2876.0,0.0,2876.0,3766.95,"San Francisco, CA: San Francisco International",SFO
2025,1,5,1369.0,248.0,88.61,13.63,90.88,1.0,53.88,10.0,1.0,5872.0,2159.0,4407.0,42.0,3378.0,15858.0,0.0073046018991964,15858.0,16916.75,"Las Vegas, NV: Harry Reid International",LAS
2025,1,20,2.0,1.0,0.0,0.07,0.21,0.0,0.72,0.0,0.0,0.0,12.0,35.0,0.0,122.0,169.0,0.0,169.0,185.535,"Grand Rapids, MI: Gerald R. Ford International",GRR
2025,1,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,"Shreveport, LA: Shreveport Regional",
2025,1,5,61.0,8.0,7.32,0.0,0.23,0.0,0.45,0.0,0.0,328.0,0.0,19.0,0.0,22.0,369.0,0.0,369.0,446.305,"Fargo, ND: Hector International",
2025,1,10,50.0,7.0,3.2,1.77,0.28,0.0,1.75,3.0,0.0,137.0,96.0,11.0,0.0,51.0,295.0,0.06,295.0,474.225,"Columbia, SC: Columbia Metropolitan",
2025,1,13,62.0,12.0,9.54,2.0,0.46,0.0,0.0,3.0,0.0,943.0,193.0,84.0,0.0,0.0,1220.0,0.0483870967741935,1220.0,1208.61,"Grand Island, NE: Central Nebraska Regional",
2025,1,12,12.0,5.0,1.13,0.08,1.0,0.0,2.79,0.0,0.0,42.0,16.0,70.0,0.0,564.0,692.0,0.0,692.0,508.605,"Mobile, AL: Mobile Regional",
2025,1,5,357.0,95.0,24.86,6.27,53.85,0.0,10.02,8.0,3.0,1439.0,685.0,2137.0,0.0,607.0,4868.0,0.0224089635854341,4868.0,6015.825,"San Juan, PR: Luis Munoz Marin International",
2025,1,5,504.0,120.0,44.81,7.62,21.29,0.0,46.28,14.0,0.0,2658.0,1118.0,1176.0,0.0,3763.0,8715.0,0.0277777777777777,8715.0,8002.47,"Cincinnati, OH: Cincinnati/Northern Kentucky International",
2025,1,13,61.0,14.0,6.05,0.0,1.73,0.0,6.22,3.0,0.0,1064.0,0.0,158.0,0.0,855.0,2077.0,0.0491803278688524,2077.0,1705.75,"Joplin, MO: Joplin Regional",
